Date,Open,High,Low,Close  
2014-05-20 00:00:00-04:00,18.858.489,18.858.489,18.647.815,18.673.351
2014-05-21 00:00:00-04:00,18.673.353,19.101.085,18.641.434,18.877.644
2014-05-22 00:00:00-04:00,18.871.261,19.069.166,18.864.876,18.935.101
2014-05-23 00:00:00-04:00,18.877.643,18.922.331,18.788.266,18.826.571
2014-05-27 00:00:00-04:00,19.107.466,19.145.771,18.877.641,18.903.177
2014-05-28 00:00:00-04:00,18.960.633,19.037.242,18.896.792,18.903.177
2014-05-29 00:00:00-04:00,18.979.792,18.998.945,18.852.112,18.896.799
2014-05-30 00:00:00-04:00,18.871.254,18.992.550,18.839.333,18.915.941
2014-02-06 00:00:00-04:00,18.890.410,19.024.476,18.890.410,18.967.020
2014-03-06 00:00:00-04:00,19.005.321,19.037.240,18.864.871,18.890.408
2014-04-06 00:00:00-04:00,18.903.182,18.986.174,18.845.725,18.922.335
2014-05-06 00:00:00-04:00,18.954.247,19.018.088,18.820.182,18.998.936
2014-06-06 00:00:00-04:00,19.030.864,19.069.169,18.730.813,18.781.885
2014-09-06 00:00:00-04:00,18.756.348,18.788.268,18.641.435,18.737.196
2014-10-06 00:00:00-04:00,18.730.809,18.832.954,18.673.353,18.832.954
2014-11-06 00:00:00-04:00,18.807.418,18.864.874,18.756.345,18.788.265
2014-12-06 00:00:00-04:00,18.756.348,18.890.412,18.737.195,18.801.035
2014-06-13 00:00:00-04:00,18.807.418,18.896.793,18.743.577,18.852.106
2014-06-16 00:00:00-04:00,18.832.953,18.967.018,18.718.040,18.903.177
2014-06-17 00:00:00-04:00,18.884.031,18.909.567,18.794.654,18.820.190
2014-06-18 00:00:00-04:00,18.852.107,18.967.020,18.730.809,18.967.020
2014-06-19 00:00:00-04:00,18.960.632,18.967.017,18.832.952,18.890.408
2014-06-20 00:00:00-04:00,18.986.171,19.101.084,18.915.947,19.011.707
2014-06-23 00:00:00-04:00,19.030.861,19.056.397,18.724.427,18.801.035
2014-06-24 00:00:00-04:00,18.788.260,18.820.180,18.705.267,18.705.267
2014-06-25 00:00:00-04:00,18.609.515,19.050.015,18.609.515,19.024.479
2014-06-26 00:00:00-04:00,18.973.401,19.018.089,18.820.183,18.890.408
2014-06-27 00:00:00-04:00,18.941.484,18.992.557,18.820.188,18.941.484
2014-06-30 00:00:00-04:00,18.998.942,19.050.015,18.909.565,18.947.870
2014-01-07 00:00:00-04:00,18.903.180,19.292.607,18.890.412,19.203.230
2014-02-07 00:00:00-04:00,19.190.462,19.420.288,19.152.157,19.388.367
2014-03-07 00:00:00-04:00,19.541.588,19.560.741,19.337.298,19.490.515
2014-07-07 00:00:00-04:00,19.464.981,19.554.357,19.394.755,19.464.981
2014-08-07 00:00:00-04:00,19.458.585,19.464.970,19.164.919,19.247.911
2014-09-07 00:00:00-04:00,19.228.762,19.279.834,19.088.312,19.184.072
2014-10-07 00:00:00-04:00,18.998.940,19.177.694,18.884.027,19.152.157
2014-11-07 00:00:00-04:00,19.177.693,19.228.765,19.024.475,19.196.844
2014-07-14 00:00:00-04:00,19.273.452,19.362.828,19.215.995,19.305.372
2014-07-15 00:00:00-04:00,19.279.838,19.547.968,19.279.838,19.413.902
2014-07-16 00:00:00-04:00,19.477.746,19.771.413,19.388.369,19.765.028
2014-07-17 00:00:00-04:00,19.662.884,19.988.470,19.484.130,19.503.283
2014-07-18 00:00:00-04:00,19.490.513,19.630.963,19.369.217,19.618.195
2014-07-21 00:00:00-04:00,19.426.673,19.560.739,19.343.680,19.375.601
2014-07-22 00:00:00-04:00,19.503.285,19.605.429,19.407.524,19.464.981
2014-07-23 00:00:00-04:00,19.592.656,19.592.656,19.356.446,19.401.134
2014-07-24 00:00:00-04:00,19.388.364,19.516.046,19.356.444,19.369.213
2014-07-25 00:00:00-04:00,19.356.452,19.375.605,19.203.234,19.273.460
2014-07-28 00:00:00-04:00,19.018.091,19.260.684,19.011.706,19.215.996
2014-07-29 00:00:00-04:00,19.362.829,19.464.975,18.954.250,18.979.786
2014-07-30 00:00:00-04:00,19.005.544,19.024.866,18.696.406,18.844.536
2014-07-31 00:00:00-04:00,18.844.538,18.883.180,18.483.877,18.483.877
2014-01-08 00:00:00-04:00,18.483.886,18.741.500,18.477.444,18.586.931
2014-04-08 00:00:00-04:00,18.644.890,18.651.330,18.419.477,18.516.083
2014-05-08 00:00:00-04:00,18.406.593,18.490.317,18.219.822,18.297.106
2014-06-08 00:00:00-04:00,18.226.268,18.284.231,18.091.020,18.213.387
2014-07-08 00:00:00-04:00,18.316.427,18.316.427,17.981.529,18.058.813
2014-08-08 00:00:00-04:00,18.084.569,18.290.661,17.949.322,18.252.020
2014-11-08 00:00:00-04:00,18.374.392,18.413.034,18.155.420,18.194.061
2014-12-08 00:00:00-04:00,18.200.501,18.264.905,18.052.372,18.084.574
2014-08-13 00:00:00-04:00,18.194.066,18.316.433,18.148.983,18.168.304
2014-08-14 00:00:00-04:00,18.200.504,18.541.845,18.142.541,18.503.202
2014-08-15 00:00:00-04:00,18.586.926,18.612.688,18.297.108,18.445.238
2014-08-18 00:00:00-04:00,18.516.079,18.638.446,18.477.436,18.574.041
2014-08-19 00:00:00-04:00,18.657.766,18.696.408,18.477.435,18.638.445
2014-08-20 00:00:00-04:00,18.567.598,18.664.203,18.509.634,18.606.239
2014-08-21 00:00:00-04:00,18.625.568,18.670.650,18.509.641,18.561.165
2014-08-22 00:00:00-04:00,18.586.923,18.664.207,18.561.162,18.625.565
2014-08-25 00:00:00-04:00,18.632.011,18.735.056,18.619.129,18.619.129
2014-08-26 00:00:00-04:00,18.696.407,18.876.738,18.651.324,18.812.334
2014-08-27 00:00:00-04:00,18.979.787,19.044.191,18.915.383,18.992.668
2014-08-28 00:00:00-04:00,18.954.027,19.108.595,18.908.944,18.921.825
2014-08-29 00:00:00-04:00,18.973.347,18.992.669,18.863.860,18.928.265
2014-02-09 00:00:00-04:00,18.812.333,18.941.141,18.780.132,18.844.536
2014-03-09 00:00:00-04:00,18.966.907,19.018.431,18.825.220,18.934.706
2014-04-09 00:00:00-04:00,19.018.431,19.031.311,18.870.302,18.915.384
2014-05-09 00:00:00-04:00,18.870.301,19.102.155,18.812.338,19.095.715
2014-08-09 00:00:00-04:00,19.050.633,19.095.715,18.870.302,18.934.706
2014-09-09 00:00:00-04:00,18.947.578,18.960.459,18.683.524,18.825.212
2014-10-09 00:00:00-04:00,18.838.101,19.018.432,18.780.138,18.960.468
2014-11-09 00:00:00-04:00,18.928.266,19.089.276,18.857.422,19.082.834
2014-12-09 00:00:00-04:00,18.979.787,19.063.511,18.896.061,18.954.025
2014-09-15 00:00:00-04:00,18.960.467,19.269.606,18.921.826,19.269.606
2014-09-16 00:00:00-04:00,19.288.930,19.398.417,19.160.121,19.353.333
2014-09-17 00:00:00-04:00,19.443.496,19.623.825,19.385.531,19.546.541
2014-09-18 00:00:00-04:00,19.585.183,19.784.835,19.540.101,19.694.670
2014-09-19 00:00:00-04:00,19.810.597,19.862.120,19.488.577,19.578.743
2014-09-22 00:00:00-04:00,19.488.573,19.559.417,19.308.243,19.437.050
2014-09-23 00:00:00-04:00,19.211.645,19.469.260,18.999.113,19.353.333
2014-09-24 00:00:00-04:00,19.391.970,19.610.943,19.366.209,19.520.779
2014-09-25 00:00:00-04:00,19.533.661,19.559.423,19.301.807,19.308.249
2014-09-26 00:00:00-04:00,19.301.805,19.308.246,19.037.751,19.140.797
2014-09-29 00:00:00-04:00,19.108.594,19.218.081,19.044.191,19.172.998
2014-09-30 00:00:00-04:00,19.172.993,19.314.681,19.031.304,19.044.186
2014-01-10 00:00:00-04:00,18.915.385,18.941.148,18.689.973,18.773.697
2014-02-10 00:00:00-04:00,18.780.135,18.863.859,18.606.244,18.715.731
2014-03-10 00:00:00-04:00,18.863.854,18.876.735,18.677.083,18.818.771
2014-06-10 00:00:00-04:00,18.902.500,18.941.143,18.683.528,18.786.573
2014-07-10 00:00:00-04:00,18.696.410,18.754.373,18.541.842,18.541.842
2014-08-10 00:00:00-04:00,18.554.723,18.928.265,18.380.833,18.921.825
2014-09-10 00:00:00-04:00,18.934.706,18.960.467,18.632.009,18.670.650
2014-10-10 00:00:00-04:00,18.747.937,18.979.791,18.677.093,18.760.818
2014-10-13 00:00:00-04:00,18.780.139,18.863.863,18.303.551,18.335.752
2014-10-14 00:00:00-04:00,18.445.238,18.548.284,18.290.669,18.329.311
2014-10-15 00:00:00-04:00,18.155.422,18.226.266,17.749.678,18.155.422
2014-10-16 00:00:00-04:00,17.949.329,18.039.494,17.717.475,17.839.842
2014-10-17 00:00:00-04:00,17.910.684,18.039.492,17.794.757,17.923.565
2014-10-20 00:00:00-04:00,17.949.327,18.013.731,17.775.437,17.987.968
2014-10-21 00:00:00-04:00,18.110.341,18.367.956,18.033.057,18.213.387
2014-10-22 00:00:00-04:00,18.194.058,18.348.628,18.039.490,18.226.261
2014-10-23 00:00:00-04:00,18.451.679,18.593.367,18.400.156,18.419.477
2014-10-24 00:00:00-04:00,18.548.279,18.850.976,18.490.315,18.747.931
2014-10-27 00:00:00-04:00,18.735.050,18.812.334,18.644.885,18.696.407
2014-10-28 00:00:00-04:00,18.786.581,18.870.305,18.586.929,18.735.058
2014-10-29 00:00:00-04:00,18.773.694,19.082.832,18.702.850,18.992.668
2014-10-30 00:00:00-04:00,18.928.266,19.308.248,18.928.266,19.218.082
2014-10-31 00:00:00-04:00,19.327.570,19.449.937,19.198.762,19.288.927
2014-03-11 00:00:00-05:00,19.256.726,19.449.939,19.230.966,19.443.499
2014-04-11 00:00:00-05:00,19.411.294,19.514.339,19.237.404,19.501.459
2014-05-11 00:00:00-05:00,19.728.824,19.754.808,19.455.986,19.514.452
2014-06-11 00:00:00-05:00,19.540.435,19.657.366,19.468.977,19.514.452
2014-07-11 00:00:00-05:00,19.572.911,19.572.911,19.332.553,19.436.491
2014-10-11 00:00:00-05:00,19.462.479,19.670.356,19.365.037,19.618.387
2014-11-11 00:00:00-05:00,19.605.398,19.748.313,19.553.429,19.696.344
2014-12-11 00:00:00-05:00,19.637.877,19.839.258,19.637.877,19.761.305
2014-11-13 00:00:00-05:00,19.826.266,19.891.227,19.657.365,19.761.305
2014-11-14 00:00:00-05:00,19.735.317,19.852.248,19.631.379,19.709.333
2014-11-17 00:00:00-05:00,19.430.002,19.754.809,19.410.513,19.696.344
2014-11-18 00:00:00-05:00,19.806.780,19.930.205,19.683.352,19.871.740
2014-11-19 00:00:00-05:00,19.761.306,19.852.251,19.670.360,19.774.298
2014-11-20 00:00:00-05:00,19.702.840,19.806.779,19.650.871,19.774.298
2014-11-21 00:00:00-05:00,19.975.676,19.995.164,19.618.387,19.780.790
2014-11-24 00:00:00-05:00,19.832.758,19.897.720,19.566.418,19.631.378
2014-11-25 00:00:00-05:00,19.624.883,19.917.210,19.605.394,19.793.783
2014-11-26 00:00:00-05:00,19.910.714,20.216.034,19.871.737,20.203.041
2014-11-28 00:00:00-05:00,20.222.534,20.553.837,20.177.060,20.235.525
2014-01-12 00:00:00-05:00,20.060.125,20.469.382,20.060.125,20.306.978
2014-02-12 00:00:00-05:00,20.423.915,20.540.846,20.319.977,20.508.366
2014-03-12 00:00:00-05:00,20.462.890,20.644.781,20.339.461,20.625.294
2014-04-12 00:00:00-05:00,20.501.866,20.670.766,20.365.448,20.573.324
2014-05-12 00:00:00-05:00,20.560.333,20.885.140,20.527.853,20.781.202
2014-08-12 00:00:00-05:00,20.644.785,20.930.616,20.631.793,20.768.211
2014-09-12 00:00:00-05:00,20.495.372,20.794.196,20.430.411,20.755.219
2014-10-12 00:00:00-05:00,20.787.695,20.898.130,20.625.292,20.696.749
2014-11-12 00:00:00-05:00,20.696.748,21.515.263,20.469.383,20.560.329
2014-12-12 00:00:00-05:00,20.358.948,20.423.910,20.047.132,20.105.598
2014-12-15 00:00:00-05:00,20.222.535,20.235.527,19.936.704,20.047.138
2014-12-16 00:00:00-05:00,20.027.642,20.501.861,19.904.215,19.923.704
2014-12-17 00:00:00-05:00,19.943.193,20.365.443,19.865.239,20.216.032
2014-12-18 00:00:00-05:00,20.475.884,20.787.700,20.410.924,20.768.211
2014-12-19 00:00:00-05:00,20.729.231,20.846.162,20.534.346,20.748.718
2014-12-22 00:00:00-05:00,20.696.750,20.865.650,20.540.843,20.846.163
2014-12-23 00:00:00-05:00,20.904.631,20.937.112,19.988.673,20.430.412
2014-12-24 00:00:00-05:00,20.423.909,20.560.329,20.397.924,20.410.917
2014-12-26 00:00:00-05:00,20.462.887,20.683.756,20.332.965,20.560.329
2014-12-29 00:00:00-05:00,20.436.911,20.540.849,20.384.942,20.391.438
2014-12-30 00:00:00-05:00,20.319.973,20.456.392,20.293.989,20.384.935
2014-12-31 00:00:00-05:00,20.255.014,20.592.814,20.229.029,20.235.525
2015-02-01 00:00:00-05:00,20.313.479,20.644.782,20.280.997,20.352.455
2015-05-01 00:00:00-05:00,20.365.450,20.404.426,20.144.579,20.242.022
2015-06-01 00:00:00-05:00,20.313.475,20.696.747,20.216.033,20.410.917
2015-07-01 00:00:00-05:00,20.605.805,20.703.247,20.514.858,20.690.254
2015-08-01 00:00:00-05:00,21.008.560,21.203.446,20.930.606,21.112.499
2015-09-01 00:00:00-05:00,21.099.512,21.242.428,21.060.535,21.209.948
2015-12-01 00:00:00-05:00,21.222.941,21.359.361,21.183.965,21.287.903
2015-01-13 00:00:00-05:00,21.359.361,21.586.726,20.865.653,21.073.530
2015-01-14 00:00:00-05:00,20.924.116,21.255.421,20.872.147,21.099.512
2015-01-15 00:00:00-05:00,21.196.950,21.287.896,20.950.097,21.047.539
2015-01-16 00:00:00-05:00,20.976.084,21.320.380,20.956.595,21.307.388
2015-01-20 00:00:00-05:00,21.417.819,21.508.766,21.138.485,21.502.270
2015-01-21 00:00:00-05:00,21.385.341,21.762.118,21.151.480,21.203.449
2015-01-22 00:00:00-05:00,21.222.938,21.326.878,20.820.178,21.313.885
2015-01-23 00:00:00-05:00,21.352.858,21.372.346,21.067.027,21.080.019
2015-01-26 00:00:00-05:00,21.093.015,21.339.869,20.898.131,21.307.388
2015-01-27 00:00:00-05:00,21.008.571,21.664.683,20.982.587,21.177.471
2015-01-28 00:00:00-05:00,21.157.979,21.528.261,20.469.387,20.755.219
2015-01-29 00:00:00-05:00,20.729.236,20.761.716,20.488.878,20.677.267
2015-01-30 00:00:00-05:00,20.573.326,20.657.776,20.268.007,20.300.488
2015-02-02 00:00:00-05:00,20.423.910,20.560.329,20.151.072,20.560.329
2015-03-02 00:00:00-05:00,20.683.764,20.891.642,20.436.911,20.800.695
2015-04-02 00:00:00-05:00,20.951.414,21.148.017,20.787.578,21.016.949
2015-05-02 00:00:00-05:00,21.652.638,21.757.493,21.364.285,21.619.871
2015-06-02 00:00:00-05:00,21.600.212,21.901.672,21.449.482,21.737.835
2015-09-02 00:00:00-05:00,21.613.318,21.862.349,21.528.122,21.672.298
2015-10-02 00:00:00-05:00,21.940.990,22.425.946,21.895.115,22.380.072
2015-11-02 00:00:00-05:00,22.281.778,22.616.005,22.281.778,22.445.614
2015-12-02 00:00:00-05:00,22.465.272,22.917.461,22.432.504,22.851.927
2015-02-13 00:00:00-05:00,22.740.510,22.904.348,22.615.995,22.701.191
2015-02-17 00:00:00-05:00,22.635.660,22.832.263,22.589.785,22.661.875
2015-02-18 00:00:00-05:00,22.661.877,22.661.877,22.439.058,22.596.340
2015-02-19 00:00:00-05:00,22.498.036,22.589.785,22.353.863,22.550.467
2015-02-20 00:00:00-05:00,22.458.709,22.661.866,22.347.299,22.648.760
2015-02-23 00:00:00-05:00,22.353.861,22.622.551,22.321.092,22.537.355
2015-02-24 00:00:00-05:00,22.425.945,22.504.587,22.334.196,22.504.587
2015-02-25 00:00:00-05:00,22.445.607,22.799.496,22.235.897,22.714.300
2015-02-26 00:00:00-05:00,22.589.786,22.753.624,22.530.805,22.668.428
2015-02-27 00:00:00-05:00,22.570.122,22.714.299,22.471.821,22.491.480
2015-02-03 00:00:00-05:00,22.491.479,22.806.047,22.321.090,22.786.385
2015-03-03 00:00:00-05:00,22.773.274,22.865.023,22.550.458,22.648.760
2015-04-03 00:00:00-05:00,22.602.889,22.786.384,22.452.160,22.701.191
2015-05-03 00:00:00-05:00,22.760.172,22.812.600,22.543.906,22.589.781
2015-06-03 00:00:00-05:00,22.445.605,22.583.228,22.117.934,22.262.110
2015-09-03 00:00:00-04:00,22.196.574,22.399.734,22.058.952,22.301.432
2015-10-03 00:00:00-04:00,22.170.366,22.366.970,22.058.957,22.137.598
2015-11-03 00:00:00-04:00,22.268.663,22.347.303,22.039.291,22.039.291
2015-12-03 00:00:00-04:00,22.157.253,22.321.088,22.137.591,22.281.767
2015-03-13 00:00:00-04:00,22.229.339,22.281.767,22.085.163,22.281.767
2015-03-16 00:00:00-04:00,22.334.195,22.648.762,22.255.555,22.570.120
2015-03-17 00:00:00-04:00,22.360.415,22.478.377,22.242.451,22.393.181
2015-03-18 00:00:00-04:00,22.301.436,22.609.448,22.117.939,22.530.806
2015-03-19 00:00:00-04:00,22.465.267,22.530.801,22.327.644,22.380.072
2015-03-20 00:00:00-04:00,22.366.974,22.589.790,22.268.672,22.445.614
2015-03-23 00:00:00-04:00,22.616.004,23.232.031,22.602.898,22.969.891
2015-03-24 00:00:00-04:00,22.897.799,22.937.120,22.609.447,22.622.553
2015-03-25 00:00:00-04:00,22.681.527,22.937.114,22.458.711,22.478.371
2015-03-26 00:00:00-04:00,22.353.860,22.543.908,22.249.002,22.386.625
2015-03-27 00:00:00-04:00,22.570.124,22.674.979,22.432.501,22.629.105
2015-03-30 00:00:00-04:00,22.674.973,23.081.289,22.642.205,22.937.113
2015-03-31 00:00:00-04:00,22.865.029,23.022.312,22.779.834,22.799.496
2015-01-04 00:00:00-04:00,22.832.264,22.832.264,22.353.864,22.498.037
2015-02-04 00:00:00-04:00,22.557.021,22.694.641,22.425.951,22.530.806
2015-06-04 00:00:00-04:00,22.557.022,22.812.606,22.432.505,22.596.340
2015-07-04 00:00:00-04:00,22.694.645,22.865.036,22.616.005,22.635.664
2015-08-04 00:00:00-04:00,22.615.995,22.832.258,22.557.015,22.701.191
2015-09-04 00:00:00-04:00,22.701.193,22.976.437,22.530.802,22.956.778
2015-10-04 00:00:00-04:00,22.884.696,23.245.135,22.871.587,23.225.473
2015-04-13 00:00:00-04:00,23.166.482,23.284.446,22.943.666,22.996.094
2015-04-14 00:00:00-04:00,22.969.884,23.140.275,22.878.135,22.956.778
2015-04-15 00:00:00-04:00,23.199.253,23.245.127,23.015.755,23.074.736
2015-04-16 00:00:00-04:00,22.982.996,23.127.170,22.950.228,23.061.636
2015-04-17 00:00:00-04:00,22.937.117,22.982.991,22.792.938,22.963.329
2015-04-20 00:00:00-04:00,22.963.337,23.094.407,22.897.804,22.943.678
2015-04-21 00:00:00-04:00,23.002.655,23.199.259,22.806.052,22.865.032
2015-04-22 00:00:00-04:00,22.819.152,22.996.097,22.806.046,22.891.239
2015-04-23 00:00:00-04:00,22.865.027,23.199.254,22.819.152,23.173.038
2015-04-24 00:00:00-04:00,23.068.191,23.199.261,22.969.889,23.114.065
2015-04-27 00:00:00-04:00,23.159.938,23.238.580,22.557.020,22.668.428
2015-04-28 00:00:00-04:00,22.766.732,22.858.480,22.380.077,22.596.340
2015-04-29 00:00:00-04:00,22.393.178,22.583.229,22.249.002,22.471.821
2015-04-30 00:00:00-04:00,22.353.865,22.432.505,22.091.725,22.235.901
2015-01-05 00:00:00-04:00,22.190.020,22.419.392,22.190.020,22.334.196
2015-04-05 00:00:00-04:00,22.353.859,22.615.997,22.314.538,22.491.480
2015-05-05 00:00:00-04:00,22.524.254,22.563.575,22.288.329,22.360.418
2015-06-05 00:00:00-04:00,22.300.949,22.400.064,21.944.133,22.109.325
2015-07-05 00:00:00-04:00,22.096.108,22.300.947,22.023.423,22.188.616
2015-08-05 00:00:00-04:00,22.340.594,22.565.254,22.333.984,22.479.353
2015-11-05 00:00:00-04:00,22.525.609,22.637.941,22.426.493,22.439.711
2015-12-05 00:00:00-04:00,22.340.591,22.439.706,22.281.121,22.320.766
2015-05-13 00:00:00-04:00,22.314.160,22.333.982,22.122.537,22.155.575
2015-05-14 00:00:00-04:00,22.274.514,22.459.530,22.241.476,22.426.491
2015-05-15 00:00:00-04:00,22.466.141,22.505.788,22.413.280,22.459.534
2015-05-18 00:00:00-04:00,22.452.927,22.505.788,22.400.065,22.452.927
2015-05-19 00:00:00-04:00,22.380.234,22.723.834,22.360.412,22.604.897
2015-05-20 00:00:00-04:00,22.664.364,22.789.911,22.644.542,22.664.364
2015-05-21 00:00:00-04:00,22.618.111,22.789.913,22.604.897,22.704.012
2015-05-22 00:00:00-04:00,22.677.581,22.789.914,22.618.112,22.651.152
2015-05-26 00:00:00-04:00,22.585.080,22.690.803,22.485.965,22.538.826
2015-05-27 00:00:00-04:00,22.604.895,22.776.694,22.512.387,22.664.364
2015-05-28 00:00:00-04:00,22.770.089,22.816.343,22.644.544,22.756.874
2015-05-29 00:00:00-04:00,22.783.305,23.120.298,22.737.054,22.961.714
2015-01-06 00:00:00-04:00,22.974.926,23.074.044,22.816.342,22.836.166
2015-02-06 00:00:00-04:00,22.889.030,22.902.245,22.697.407,22.789.915
2015-03-06 00:00:00-04:00,22.829.558,22.902.244,22.651.152,22.737.053
2015-04-06 00:00:00-04:00,22.598.288,22.836.166,22.538.820,22.624.718
2015-05-06 00:00:00-04:00,22.591.685,22.651.153,22.419.884,22.525.606
2015-08-06 00:00:00-04:00,22.446.319,22.571.864,22.413.280,22.452.927
2015-09-06 00:00:00-04:00,22.499.174,22.552.035,22.393.451,22.472.742
2015-10-06 00:00:00-04:00,22.518.994,22.750.264,22.499.172,22.670.971
2015-11-06 00:00:00-04:00,22.677.578,22.842.772,22.637.934,22.770.086
2015-12-06 00:00:00-04:00,22.664.365,22.770.088,22.532.211,22.604.897
2015-06-15 00:00:00-04:00,22.505.787,22.545.434,22.373.633,22.492.573
2015-06-16 00:00:00-04:00,22.505.787,22.532.217,22.340.596,22.492.573
2015-06-17 00:00:00-04:00,22.499.181,22.585.081,22.367.026,22.452.927
2015-06-18 00:00:00-04:00,22.518.992,22.803.123,22.499.170,22.710.615
2015-06-19 00:00:00-04:00,22.618.108,22.803.124,22.585.072,22.585.072
2015-06-22 00:00:00-04:00,22.690.796,22.796.518,22.651.149,22.670.971
2015-06-23 00:00:00-04:00,22.737.054,22.855.991,22.690.800,22.796.522
2015-06-24 00:00:00-04:00,22.690.802,22.809.740,22.618.116,22.618.116
2015-06-25 00:00:00-04:00,22.604.900,22.690.801,22.413.277,22.479.353
2015-06-26 00:00:00-04:00,22.578.470,22.657.763,22.380.239,22.413.279
2015-06-29 00:00:00-04:00,22.287.730,22.545.429,22.155.574,22.195.221
2015-06-30 00:00:00-04:00,22.327.375,22.327.375,22.023.422,22.155.575
2015-01-07 00:00:00-04:00,22.175.399,22.373.629,22.076.283,22.261.299
2015-02-07 00:00:00-04:00,22.294.344,22.756.881,22.036.642,22.049.858
2015-06-07 00:00:00-04:00,22.003.596,22.228.259,21.858.227,21.970.558
2015-07-07 00:00:00-04:00,22.030.031,22.360.414,21.904.483,22.287.731
2015-08-07 00:00:00-04:00,22.168.794,22.287.734,22.063.071,22.102.716
2015-09-07 00:00:00-04:00,22.367.023,22.452.924,22.287.733,22.373.631
2015-10-07 00:00:00-04:00,22.624.719,22.756.873,22.565.250,22.704.012
2015-07-13 00:00:00-04:00,22.809.735,23.027.787,22.789.913,23.007.965
2015-07-14 00:00:00-04:00,22.968.319,23.226.020,22.935.282,23.179.764
2015-07-15 00:00:00-04:00,23.140.119,23.206.195,23.067.434,23.113.688
2015-07-16 00:00:00-04:00,23.219.409,23.259.056,23.146.726,23.192.980
2015-07-17 00:00:00-04:00,23.133.514,23.179.765,23.074.045,23.173.161
2015-07-20 00:00:00-04:00,23.212.806,23.371.393,23.179.767,23.285.492
2015-07-21 00:00:00-04:00,23.285.494,23.351.570,23.047.617,23.219.416
2015-07-22 00:00:00-04:00,23.166.554,23.259.062,22.974.931,23.047.617
2015-07-23 00:00:00-04:00,23.120.297,23.126.907,22.882.420,22.981.535
2015-07-24 00:00:00-04:00,22.882.421,22.941.893,22.565.254,22.637.939
2015-07-27 00:00:00-04:00,22.578.463,22.730.440,22.386.843,22.690.796
2015-07-28 00:00:00-04:00,23.087.258,23.437.465,22.730.441,23.358.171
2015-07-29 00:00:00-04:00,23.444.074,23.873.574,23.417.642,23.629.089
2015-07-30 00:00:00-04:00,23.576.228,23.787.673,23.384.605,23.609.264
2015-07-31 00:00:00-04:00,23.728.205,24.091.627,23.701.773,23.827.320
2015-03-08 00:00:00-04:00,23.979.303,23.985.910,23.721.604,23.886.795
2015-04-08 00:00:00-04:00,23.933.041,23.933.041,23.668.735,23.860.355
2015-05-08 00:00:00-04:00,24.020.181,24.086.773,23.827.060,23.853.699
2015-06-08 00:00:00-04:00,23.946.928,23.960.249,23.327.612,23.420.843
2015-07-08 00:00:00-04:00,23.420.848,23.507.420,23.221.068,23.434.166
2015-10-08 00:00:00-04:00,23.447.481,23.620.625,23.394.207,23.547.371
2015-11-08 00:00:00-04:00,23.447.478,23.467.458,23.267.678,23.387.545
2015-12-08 00:00:00-04:00,23.221.068,23.620.628,23.114.519,23.554.035
2015-08-13 00:00:00-04:00,23.560.692,23.720.515,23.254.363,23.547.371
2015-08-14 00:00:00-04:00,23.554.040,23.640.609,23.334.281,23.520.742
2015-08-17 00:00:00-04:00,23.380.887,23.660.580,23.307.636,23.640.600
2015-08-18 00:00:00-04:00,23.567.349,23.707.196,23.494.095,23.653.921
2015-08-19 00:00:00-04:00,23.554.035,23.633.945,23.281.001,23.487.440
2015-08-20 00:00:00-04:00,23.254.363,23.400.865,23.007.965,23.007.965
2015-08-21 00:00:00-04:00,22.801.521,23.021.280,22.335.369,22.335.369
2015-08-24 00:00:00-04:00,21.289.854,22.142.248,18.959.092,21.396.404
2015-08-25 00:00:00-04:00,22.108.953,22.122.273,20.857.001,20.870.319
2015-08-26 00:00:00-04:00,21.363.112,21.676.099,20.876.981,21.596.188
2015-08-27 00:00:00-04:00,21.829.265,22.388.649,21.756.012,22.148.912
2015-08-28 00:00:00-04:00,22.175.552,22.215.508,21.642.807,21.749.355
2015-08-31 00:00:00-04:00,21.782.649,21.789.308,21.283.198,21.456.341
2015-01-09 00:00:00-04:00,20.950.236,21.223.268,20.770.433,20.883.642
2015-02-09 00:00:00-04:00,21.263.228,21.289.864,20.896.965,21.289.864
2015-03-09 00:00:00-04:00,21.489.643,21.589.533,21.150.019,21.236.589
2015-04-09 00:00:00-04:00,20.943.576,21.123.378,20.730.478,20.890.301
2015-08-09 00:00:00-04:00,21.196.630,21.689.419,21.196.630,21.662.783
2015-09-09 00:00:00-04:00,21.975.767,21.995.745,21.223.264,21.283.197
2015-10-09 00:00:00-04:00,21.303.185,21.835.932,21.269.888,21.722.723
2015-11-09 00:00:00-04:00,21.689.420,21.969.113,21.542.916,21.955.793
2015-09-14 00:00:00-04:00,21.935.816,22.002.408,21.696.080,21.782.652
2015-09-15 00:00:00-04:00,21.942.474,22.208.846,21.849.244,22.088.980
2015-09-16 00:00:00-04:00,21.962.454,22.162.234,21.782.653,22.095.640
2015-09-17 00:00:00-04:00,22.088.977,22.615.065,22.062.340,22.295.416
2015-09-18 00:00:00-04:00,22.029.051,22.262.128,21.869.228,21.875.887
2015-09-21 00:00:00-04:00,22.042.364,22.195.528,21.469.662,21.589.529
2015-09-22 00:00:00-04:00,21.296.520,21.529.596,21.203.290,21.482.981
2015-09-23 00:00:00-04:00,21.456.350,21.849.250,21.436.371,21.722.723
2015-09-24 00:00:00-04:00,21.549.571,21.895.856,21.356.450,21.775.988
