Date,Open,High,Low,Close  
2010-08-24 00:00:00-04:00,8.848.262,8.864.915,8.753.895,8.781.651
2010-08-25 00:00:00-04:00,8.753.892,8.914.871,8.692.831,8.876.014
2010-08-26 00:00:00-04:00,8.925.975,8.931.526,8.776.099,8.826.057
2010-08-27 00:00:00-04:00,8.870.464,8.948.178,8.753.893,8.931.525
2010-08-30 00:00:00-04:00,8.909.322,8.998.138,8.792.752,8.803.853
2010-08-31 00:00:00-04:00,8.820.507,8.937.078,8.764.998,8.831.610
2010-01-09 00:00:00-04:00,8.953.727,9.086.951,8.920.422,9.036.992
2010-02-09 00:00:00-04:00,9.064.748,9.120.257,9.020.340,9.103.604
2010-03-09 00:00:00-04:00,9.142.462,9.209.073,9.092.503,9.136.910
2010-07-09 00:00:00-04:00,9.125.811,9.131.362,8.998.138,9.064.750
2010-08-09 00:00:00-04:00,9.075.850,9.242.379,9.048.095,9.192.420
2010-09-09 00:00:00-04:00,9.286.786,9.381.154,9.247.930,9.308.990
2010-10-09 00:00:00-04:00,9.347.850,9.436.666,9.331.197,9.431.115
2010-09-13 00:00:00-04:00,9.442.216,9.519.930,9.353.401,9.420.012
2010-09-14 00:00:00-04:00,9.397.810,9.558.788,9.392.259,9.481.074
2010-09-15 00:00:00-04:00,9.475.519,9.636.498,9.453.315,9.586.538
2010-09-16 00:00:00-04:00,9.580.993,9.580.993,9.481.075,9.531.034
2010-09-17 00:00:00-04:00,9.553.238,9.580.993,9.453.320,9.469.974
2010-09-20 00:00:00-04:00,9.481.071,9.619.846,9.458.867,9.592.092
2010-09-21 00:00:00-04:00,9.569.889,9.592.094,9.486.625,9.514.380
2010-09-22 00:00:00-04:00,9.503.272,9.586.536,9.481.068,9.558.782
2010-09-23 00:00:00-04:00,9.503.274,9.569.885,9.447.765,9.458.866
2010-09-24 00:00:00-04:00,9.558.787,9.664.255,9.519.930,9.658.705
2010-09-27 00:00:00-04:00,9.669.808,9.675.360,9.508.831,9.531.034
2010-09-28 00:00:00-04:00,9.547.685,9.703.111,9.475.521,9.675.357
2010-09-29 00:00:00-04:00,9.658.705,9.714.215,9.597.644,9.658.705
2010-09-30 00:00:00-04:00,9.703.114,9.714.217,9.525.483,9.531.034
2010-01-10 00:00:00-04:00,9.575.438,9.597.642,9.497.724,9.536.581
2010-04-10 00:00:00-04:00,9.492.177,9.547.687,9.358.953,9.381.158
2010-05-10 00:00:00-04:00,9.497.727,9.575.441,9.469.973,9.564.339
2010-06-10 00:00:00-04:00,9.569.887,9.647.602,9.531.032,9.580.990
2010-07-10 00:00:00-04:00,9.647.602,9.719.764,9.614.296,9.647.602
2010-08-10 00:00:00-04:00,9.675.359,9.714.216,9.647.604,9.692.012
2010-11-10 00:00:00-04:00,9.692.010,9.714.214,9.597.643,9.647.602
2010-12-10 00:00:00-04:00,9.708.660,9.736.415,9.586.539,9.703.110
2010-10-13 00:00:00-04:00,9.764.171,9.908.496,9.736.415,9.841.885
2010-10-14 00:00:00-04:00,9.847.434,9.897.393,9.753.067,9.803.026
2010-10-15 00:00:00-04:00,9.875.191,9.908.497,9.780.825,9.852.987
2010-10-18 00:00:00-04:00,9.841.884,9.919.597,9.780.823,9.880.741
2010-10-19 00:00:00-04:00,9.797.480,9.847.438,9.575.441,9.653.153
2010-10-20 00:00:00-04:00,9.692.007,9.852.985,9.603.191,9.803.026
2010-10-21 00:00:00-04:00,9.786.373,9.936.249,9.730.864,9.786.373
2010-10-22 00:00:00-04:00,9.775.274,9.797.478,9.686.458,9.714.213
2010-10-25 00:00:00-04:00,9.753.072,9.841.888,9.747.521,9.780.828
2010-10-26 00:00:00-04:00,9.753.068,9.769.721,9.647.600,9.708.660
2010-10-27 00:00:00-04:00,9.658.703,9.708.661,9.531.031,9.592.092
2010-10-28 00:00:00-04:00,9.664.256,9.769.724,9.636.501,9.753.071
2010-10-29 00:00:00-04:00,9.753.069,9.753.069,9.597.642,9.669.805
2010-01-11 00:00:00-04:00,9.786.378,9.902.949,9.714.216,9.780.828
2010-02-11 00:00:00-04:00,9.791.925,9.886.292,9.575.438,9.686.457
2010-03-11 00:00:00-04:00,9.719.764,9.803.029,9.686.458,9.764.172
2010-04-11 00:00:00-04:00,9.859.515,9.859.515,9.696.872,9.747.348
2010-05-11 00:00:00-04:00,9.758.560,9.803.427,9.562.267,9.635.176
2010-08-11 00:00:00-05:00,9.567.880,9.601.530,9.489.363,9.562.272
2010-09-11 00:00:00-05:00,9.573.487,9.618.353,9.506.186,9.528.620
2010-10-11 00:00:00-05:00,9.506.185,9.511.793,9.337.933,9.438.884
2010-11-11 00:00:00-05:00,9.321.112,9.539.838,9.315.504,9.523.014
2010-12-11 00:00:00-05:00,9.444.496,9.517.404,9.399.628,9.450.104
2010-11-15 00:00:00-05:00,9.517.405,9.545.447,9.377.196,9.394.021
2010-11-16 00:00:00-05:00,9.321.110,9.394.019,9.259.418,9.309.894
2010-11-17 00:00:00-05:00,9.253.808,9.343.542,9.236.983,9.242.592
2010-11-18 00:00:00-05:00,9.281.850,9.472.534,9.281.850,9.438.884
2010-11-19 00:00:00-05:00,9.371.587,9.438.887,9.349.153,9.422.062
2010-11-22 00:00:00-05:00,9.343.545,9.382.803,9.253.811,9.326.720
2010-11-23 00:00:00-05:00,9.265.026,9.382.801,9.214.551,9.293.068
2010-11-24 00:00:00-05:00,9.298.676,9.365.977,9.293.068,9.360.369
2010-11-26 00:00:00-05:00,9.293.069,9.321.111,9.231.377,9.248.201
2010-11-29 00:00:00-05:00,9.203.336,9.321.112,9.113.602,9.287.461
2010-11-30 00:00:00-05:00,9.220.160,9.236.986,9.124.818,9.141.644
2010-01-12 00:00:00-05:00,9.248.205,9.394.023,9.208.947,9.365.981
2010-02-12 00:00:00-05:00,9.416.452,9.427.669,9.321.110,9.360.369
2010-03-12 00:00:00-05:00,9.377.194,9.382.802,9.309.894,9.377.194
2010-06-12 00:00:00-05:00,9.365.978,9.595.921,9.354.762,9.427.670
2010-07-12 00:00:00-05:00,9.494.970,9.517.403,9.388.411,9.405.236
2010-08-12 00:00:00-05:00,9.394.020,9.466.929,9.337.936,9.377.194
2010-09-12 00:00:00-05:00,9.410.848,9.422.064,9.304.288,9.399.631
2010-10-12 00:00:00-05:00,9.399.624,9.567.876,9.337.932,9.545.443
2010-12-13 00:00:00-05:00,9.623.963,9.730.523,9.567.880,9.640.788
2010-12-14 00:00:00-05:00,9.685.653,9.702.478,9.567.878,9.595.920
2010-12-15 00:00:00-05:00,9.562.273,9.696.873,9.562.273,9.579.097
2010-12-16 00:00:00-05:00,9.573.487,9.657.613,9.545.446,9.657.613
2010-12-17 00:00:00-05:00,9.590.310,9.607.135,9.528.618,9.551.051
2010-12-20 00:00:00-05:00,9.539.837,9.680.047,9.523.013,9.629.572
2010-12-21 00:00:00-05:00,9.657.613,9.780.997,9.618.354,9.747.348
2010-12-22 00:00:00-05:00,9.741.742,9.848.301,9.702.483,9.848.301
2010-12-23 00:00:00-05:00,9.842.692,9.898.776,9.837.083,9.876.343
2010-12-27 00:00:00-05:00,9.820.255,9.842.689,9.775.389,9.809.038
2010-12-28 00:00:00-05:00,9.803.428,9.926.812,9.786.603,9.865.120
2010-12-29 00:00:00-05:00,9.921.205,9.926.813,9.842.688,9.870.729
2010-12-30 00:00:00-05:00,9.814.647,9.848.297,9.786.605,9.809.038
2010-12-31 00:00:00-05:00,9.781.000,9.865.126,9.775.392,9.820.259
2011-03-01 00:00:00-05:00,9.926.816,10.005.333,9.881.949,9.915.600
2011-04-01 00:00:00-05:00,9.977.291,10.095.067,9.893.166,10.089.459
2011-05-01 00:00:00-05:00,10.044.593,10.229.670,10.016.551,10.156.760
2011-06-01 00:00:00-05:00,10.257.707,10.280.141,10.072.631,10.196.015
2011-07-01 00:00:00-05:00,10.201.624,10.308.183,10.095.065,10.285.749
2011-10-01 00:00:00-05:00,10.218.450,10.285.751,10.184.801,10.240.884
2011-11-01 00:00:00-05:00,10.196.016,10.274.534,10.167.975,10.218.450
2011-12-01 00:00:00-05:00,10.257.707,10.319.399,10.218.449,10.302.574
2011-01-13 00:00:00-05:00,10.285.750,10.364.267,10.173.583,10.218.450
2011-01-14 00:00:00-05:00,10.201.624,10.291.358,10.179.191,10.285.749
2011-01-18 00:00:00-05:00,10.291.358,10.341.834,10.257.709,10.308.184
2011-01-19 00:00:00-05:00,10.336.224,10.369.874,10.179.190,10.274.532
2011-01-20 00:00:00-05:00,10.274.533,10.302.575,10.106.281,10.229.667
2011-01-21 00:00:00-05:00,10.235.274,10.308.182,10.190.406,10.296.966
2011-01-24 00:00:00-05:00,10.280.139,10.397.915,10.268.923,10.347.439
2011-01-25 00:00:00-05:00,10.437.175,10.521.301,10.325.008,10.358.659
2011-01-26 00:00:00-05:00,10.431.566,10.437.174,10.296.966,10.296.966
2011-01-27 00:00:00-05:00,10.302.576,10.381.094,10.246.492,10.364.268
2011-01-28 00:00:00-05:00,10.392.311,10.409.137,10.173.585,10.179.193
2011-01-31 00:00:00-05:00,10.201.624,10.280.142,10.184.800,10.218.450
2011-01-02 00:00:00-05:00,10.369.872,10.874.625,10.353.047,10.779.284
2011-02-02 00:00:00-05:00,10.818.959,10.886.967,10.665.941,10.745.284
2011-03-02 00:00:00-05:00,10.688.610,10.909.637,10.575.264,10.864.299
2011-04-02 00:00:00-05:00,10.818.957,10.937.971,10.733.946,10.937.971
2011-07-02 00:00:00-05:00,10.920.973,10.937.976,10.762.288,10.790.625
2011-08-02 00:00:00-05:00,10.767.951,10.869.963,10.767.951,10.858.628
2011-09-02 00:00:00-05:00,10.813.292,10.841.628,10.682.943,10.796.289
2011-10-02 00:00:00-05:00,10.773.618,10.796.287,10.705.610,10.784.953
2011-11-02 00:00:00-05:00,10.603.597,10.739.614,10.552.592,10.671.605
2011-02-14 00:00:00-05:00,10.665.941,10.801.956,10.609.268,10.796.289
2011-02-15 00:00:00-05:00,10.745.284,10.796.289,10.660.274,10.796.289
2011-02-16 00:00:00-05:00,10.813.290,10.943.639,10.767.952,10.926.637
2011-02-17 00:00:00-05:00,10.892.635,10.988.979,10.779.288,10.977.645
2011-02-18 00:00:00-05:00,10.977.643,10.977.643,10.813.290,10.875.630
2011-02-22 00:00:00-05:00,10.699.943,10.841.627,10.609.267,10.705.611
2011-02-23 00:00:00-05:00,10.643.267,10.694.274,10.580.927,10.631.932
2011-02-24 00:00:00-05:00,10.660.273,10.745.283,10.580.930,10.711.279
2011-02-25 00:00:00-05:00,10.716.947,10.745.285,10.609.269,10.688.611
2011-02-28 00:00:00-05:00,10.739.620,10.949.311,10.711.282,10.903.972
2011-01-03 00:00:00-05:00,10.966.311,11.045.653,10.841.629,10.847.297
2011-02-03 00:00:00-05:00,10.869.963,10.881.297,10.750.949,10.875.630
2011-03-03 00:00:00-05:00,10.988.979,11.244.009,10.943.641,11.204.339
2011-04-03 00:00:00-05:00,11.176.003,11.278.015,11.068.323,11.141.999
2011-07-03 00:00:00-05:00,11.130.663,11.141.998,10.966.311,11.113.661
2011-08-03 00:00:00-05:00,11.124.994,11.193.002,11.039.984,11.153.331
2011-09-03 00:00:00-05:00,11.113.662,11.164.669,11.051.322,11.141.999
2011-10-03 00:00:00-05:00,11.079.657,11.096.659,10.960.642,10.971.976
2011-11-03 00:00:00-05:00,10.960.639,11.079.654,10.937.970,11.034.315
2011-03-14 00:00:00-04:00,11.022.983,11.482.038,11.022.983,11.227.008
2011-03-15 00:00:00-04:00,10.977.646,11.255.345,10.920.972,11.198.671
2011-03-16 00:00:00-04:00,11.130.661,11.164.665,10.852.961,10.937.971
2011-03-17 00:00:00-04:00,11.068.324,11.300.685,11.039.988,11.266.682
2011-03-18 00:00:00-04:00,11.448.032,11.499.039,11.317.683,11.436.698
2011-03-21 00:00:00-04:00,11.516.042,11.550.047,11.295.016,11.323.353
2011-03-22 00:00:00-04:00,11.306.349,11.385.691,11.232.673,11.300.681
2011-03-23 00:00:00-04:00,11.266.680,11.329.020,11.187.337,11.289.350
2011-03-24 00:00:00-04:00,11.334.690,11.538.715,11.227.011,11.504.710
2011-03-25 00:00:00-04:00,11.533.041,11.618.051,11.504.705,11.533.041
2011-03-28 00:00:00-04:00,11.572.714,11.595.384,11.448.033,11.487.704
2011-03-29 00:00:00-04:00,11.397.028,11.561.381,11.397.028,11.550.046
2011-03-30 00:00:00-04:00,11.612.386,11.657.725,11.510.374,11.527.376
2011-03-31 00:00:00-04:00,11.487.707,11.629.391,11.459.370,11.510.376
2011-01-04 00:00:00-04:00,11.533.044,11.584.050,11.476.371,11.550.046
2011-04-04 00:00:00-04:00,11.646.391,11.680.395,11.584.051,11.640.723
2011-05-04 00:00:00-04:00,11.612.388,11.652.060,11.550.047,11.589.719
2011-06-04 00:00:00-04:00,11.612.383,11.635.052,11.487.702,11.499.037
2011-07-04 00:00:00-04:00,11.493.371,11.527.375,11.419.695,11.521.708
2011-08-04 00:00:00-04:00,11.527.374,11.646.388,11.510.372,11.595.382
2011-11-04 00:00:00-04:00,11.646.391,11.748.403,11.606.719,11.714.398
2011-12-04 00:00:00-04:00,11.669.058,11.759.735,11.578.381,11.595.382
2011-04-13 00:00:00-04:00,11.640.720,11.657.723,11.521.707,11.595.382
2011-04-14 00:00:00-04:00,11.584.049,11.680.394,11.561.380,11.612.386
2011-04-15 00:00:00-04:00,11.646.392,11.697.397,11.527.377,11.635.056
2011-04-18 00:00:00-04:00,11.516.040,11.595.383,11.453.700,11.561.379
2011-04-19 00:00:00-04:00,11.510.375,11.663.394,11.470.703,11.635.056
2011-04-20 00:00:00-04:00,11.720.065,11.833.412,11.550.045,11.555.712
2011-04-21 00:00:00-04:00,11.601.051,11.646.391,10.824.626,11.215.672
2011-04-25 00:00:00-04:00,11.306.351,11.431.031,11.278.013,11.414.029
2011-04-26 00:00:00-04:00,11.425.364,11.521.710,11.334.687,11.442.367
2011-04-27 00:00:00-04:00,11.482.036,11.759.735,11.453.700,11.691.728
2011-04-28 00:00:00-04:00,11.703.062,11.822.077,11.691.728,11.805.075
2011-04-29 00:00:00-04:00,11.816.415,11.935.430,11.765.410,11.884.423
2011-02-05 00:00:00-04:00,11.980.764,12.014.767,11.878.752,11.912.755
2011-03-05 00:00:00-04:00,11.884.417,11.901.419,11.374.357,11.584.048
2011-04-05 00:00:00-04:00,11.578.380,11.714.396,11.527.373,11.697.393
2011-05-05 00:00:00-04:00,11.680.393,11.714.398,11.493.372,11.555.712
2011-06-05 00:00:00-04:00,11.612.384,11.691.727,11.561.378,11.646.388
2011-09-05 00:00:00-04:00,11.635.054,11.754.069,11.589.715,11.674.726
2011-10-05 00:00:00-04:00,11.725.735,11.878.754,11.708.734,11.822.081
2011-11-05 00:00:00-04:00,11.885.019,11.925.075,11.741.964,11.793.464
2011-12-05 00:00:00-04:00,11.833.522,12.005.188,11.776.301,11.953.689
2011-05-13 00:00:00-04:00,11.988.020,12.010.910,11.890.744,11.970.855
2011-05-16 00:00:00-04:00,11.925.078,12.091.021,11.890.744,12.005.188
2011-05-17 00:00:00-04:00,12.062.410,12.136.799,12.005.187,12.096.744
2011-05-18 00:00:00-04:00,12.079.579,12.125.357,12.028.079,12.119.635
2011-05-19 00:00:00-04:00,12.153.969,12.176.857,11.970.859,12.033.803
2011-05-20 00:00:00-04:00,11.999.466,12.039.522,11.833.522,11.839.244
2011-05-23 00:00:00-04:00,11.724.800,11.810.633,11.673.301,11.782.022
2011-05-24 00:00:00-04:00,11.730.519,11.839.241,11.701.909,11.741.964
2011-05-25 00:00:00-04:00,11.644.686,11.936.519,11.644.686,11.890.741
2011-05-26 00:00:00-04:00,11.804.914,12.005.191,11.776.304,11.959.414
2011-05-27 00:00:00-04:00,11.993.744,12.045.243,11.890.744,11.976.577
2011-05-31 00:00:00-04:00,12.016.631,12.274.130,12.010.909,12.274.130
2011-01-06 00:00:00-04:00,12.211.189,12.274.134,12.005.190,12.045.245
2011-02-06 00:00:00-04:00,12.033.797,12.091.018,11.936.519,12.016.630
2011-03-06 00:00:00-04:00,11.822.079,12.050.967,11.822.079,11.925.078
2011-06-06 00:00:00-04:00,11.913.631,11.993.742,11.844.964,11.867.853
2011-07-06 00:00:00-04:00,11.982.297,11.999.464,11.867.853,11.867.853
2011-08-06 00:00:00-04:00,11.942.246,11.942.246,11.770.579,11.833.524
2011-09-06 00:00:00-04:00,11.804.915,11.953.692,11.799.192,11.873.581
2011-10-06 00:00:00-04:00,11.804.911,11.816.355,11.467.301,11.507.357
2011-06-13 00:00:00-04:00,11.490.186,11.799.184,11.490.186,11.707.629
2011-06-14 00:00:00-04:00,11.759.135,11.862.134,11.747.690,11.776.301
2011-06-15 00:00:00-04:00,11.673.303,11.679.025,11.461.581,11.553.136
2011-06-16 00:00:00-04:00,11.541.689,11.610.356,11.501.634,11.581.744
2011-06-17 00:00:00-04:00,11.656.136,11.690.470,11.473.025,11.593.192
2011-06-20 00:00:00-04:00,11.495.910,11.604.633,11.495.910,11.598.910
2011-06-21 00:00:00-04:00,11.638.967,11.730.522,11.576.023,11.690.468
2011-06-22 00:00:00-04:00,11.644.690,11.719.079,11.570.302,11.604.635
2011-06-23 00:00:00-04:00,11.970.853,11.993.742,11.724.798,11.816.353
2011-06-24 00:00:00-04:00,11.759.134,11.787.744,11.490.190,11.490.190
2011-06-27 00:00:00-04:00,11.501.640,11.593.195,11.473.028,11.541.695
2011-06-28 00:00:00-04:00,11.535.968,11.793.467,11.513.079,11.759.134
2011-06-29 00:00:00-04:00,11.810.633,11.862.133,11.713.355,11.827.800
2011-06-30 00:00:00-04:00,11.833.520,11.879.299,11.759.132,11.787.743
2011-01-07 00:00:00-04:00,11.730.525,11.879.304,11.719.082,11.873.581
2011-05-07 00:00:00-04:00,11.833.519,11.902.185,11.816.352,11.890.741
2011-06-07 00:00:00-04:00,11.890.741,11.988.018,11.867.853,11.890.741
2011-07-07 00:00:00-04:00,11.810.633,11.867.855,11.541.688,11.576.022
2011-08-07 00:00:00-04:00,11.518.802,11.610.357,11.507.357,11.535.968
2011-11-07 00:00:00-04:00,11.444.412,11.547.412,11.404.356,11.467.300
2011-12-07 00:00:00-04:00,11.450.137,11.558.859,11.427.248,11.444.415
2011-07-13 00:00:00-04:00,11.495.912,11.558.856,11.387.190,11.438.689
2011-07-14 00:00:00-04:00,11.432.967,11.450.134,11.329.969,11.392.912
2011-07-15 00:00:00-04:00,11.341.411,11.410.077,11.249.856,11.301.355
2011-07-18 00:00:00-04:00,11.198.357,11.255.580,11.158.303,11.238.413
2011-07-19 00:00:00-04:00,11.244.137,11.461.580,11.226.970,11.410.080
2011-07-20 00:00:00-04:00,11.398.636,11.444.413,11.312.803,11.387.191
2011-07-21 00:00:00-04:00,11.450.138,11.558.860,11.432.971,11.501.638
2011-07-22 00:00:00-04:00,11.495.910,11.541.688,11.427.244,11.484.467
2011-07-25 00:00:00-04:00,11.375.742,11.438.685,11.335.687,11.335.687
2011-07-26 00:00:00-04:00,11.358.577,11.387.187,11.198.354,11.232.688
2011-07-27 00:00:00-04:00,11.175.467,11.226.968,11.020.968,11.043.857
2011-07-28 00:00:00-04:00,11.015.250,11.226.971,11.015.250,11.078.193
2011-07-29 00:00:00-04:00,10.992.359,11.152.582,10.900.804,11.015.249
2011-01-08 00:00:00-04:00,11.123.965,11.135.409,10.729.132,10.877.910
2011-02-08 00:00:00-04:00,10.843.581,10.855.025,10.380.082,10.380.082
2011-03-08 00:00:00-04:00,10.426.373,10.513.163,10.270.151,10.432.159
2011-04-08 00:00:00-04:00,10.287.504,10.391.652,10.032.920,10.044.493
2011-05-08 00:00:00-04:00,10.125.501,10.252.792,9.853.558,10.119.714
2011-08-08 00:00:00-04:00,9.899.842,10.206.499,9.639.472,9.639.472
2011-09-08 00:00:00-04:00,9.847.773,10.194.933,9.622.119,10.183.360
2011-10-08 00:00:00-04:00,10.218.070,10.414.794,9.836.194,9.865.125
2011-11-08 00:00:00-04:00,9.951.917,10.420.583,9.865.127,10.304.862
2011-12-08 00:00:00-04:00,10.368.508,10.472.656,10.275.933,10.333.792
2011-08-15 00:00:00-04:00,10.518.942,10.640.449,10.414.794,10.611.518
2011-08-16 00:00:00-04:00,10.559.447,10.669.381,10.455.299,10.594.164
2011-08-17 00:00:00-04:00,10.657.811,10.761.959,10.617.309,10.698.313
2011-08-18 00:00:00-04:00,10.484.229,10.518.946,10.148.641,10.247.004
2011-08-19 00:00:00-04:00,10.125.498,10.397.440,10.125.498,10.223.860
2011-08-22 00:00:00-04:00,10.403.227,10.513.159,10.194.930,10.229.647
2011-08-23 00:00:00-04:00,10.345.365,10.588.377,10.223.859,10.553.661
2011-08-24 00:00:00-04:00,10.553.660,10.657.807,10.484.227,10.640.450
2011-08-25 00:00:00-04:00,10.530.521,10.582.596,10.333.797,10.391.658
2011-08-26 00:00:00-04:00,10.316.434,10.599.948,10.131.282,10.536.302
2011-08-29 00:00:00-04:00,10.854.534,10.964.469,10.767.744,10.923.965
2011-08-30 00:00:00-04:00,10.871.892,10.987.613,10.727.243,10.923.965
2011-08-31 00:00:00-04:00,10.981.823,11.068.613,10.860.318,10.981.823
2011-01-09 00:00:00-04:00,10.941.324,11.080.189,10.912.395,10.941.324
2011-02-09 00:00:00-04:00,10.773.528,10.958.679,10.663.594,10.680.951
2011-06-09 00:00:00-04:00,10.547.874,10.831.389,10.472.657,10.790.886
2011-07-09 00:00:00-04:00,10.987.607,11.010.750,10.883.458,10.999.178
2011-08-09 00:00:00-04:00,10.923.961,11.068.611,10.842.958,10.889.246
2011-09-09 00:00:00-04:00,10.750.384,10.773.529,10.490.015,10.576.805
2011-12-09 00:00:00-04:00,10.339.579,10.576.806,10.333.794,10.559.448
2011-09-13 00:00:00-04:00,10.576.807,10.646.239,10.484.230,10.605.737
2011-09-14 00:00:00-04:00,10.513.159,10.767.743,10.420.584,10.652.023
2011-09-15 00:00:00-04:00,10.698.313,10.715.671,10.559.449,10.698.313
2011-09-16 00:00:00-04:00,10.761.955,10.785.099,10.501.585,10.501.585
2011-09-19 00:00:00-04:00,10.380.080,10.490.015,10.310.648,10.449.512
2011-09-20 00:00:00-04:00,10.507.374,10.628.879,10.397.439,10.553.661
2011-09-21 00:00:00-04:00,10.466.869,10.565.230,10.304.861,10.322.219
2011-09-22 00:00:00-04:00,10.166.002,10.247.006,10.009.780,10.119.714
2011-09-23 00:00:00-04:00,10.073.423,10.241.217,10.038.708,10.096.567
2011-09-26 00:00:00-04:00,10.067.638,10.293.292,10.015.564,10.281.720
2011-09-27 00:00:00-04:00,10.420.584,10.466.872,10.218.074,10.270.147
2011-09-28 00:00:00-04:00,10.275.932,10.391.652,10.148.639,10.160.212
2011-09-29 00:00:00-04:00,10.293.294,10.478.446,10.229.649,10.403.229
2011-09-30 00:00:00-04:00,10.275.934,10.443.728,10.218.074,10.229.647
2011-03-10 00:00:00-04:00,10.235.432,10.345.366,10.009.778,10.027.136
2011-04-10 00:00:00-04:00,9.957.705,10.177.572,9.865.129,10.177.572
2011-05-10 00:00:00-04:00,10.148.643,10.426.372,10.061.853,10.403.229
2011-06-10 00:00:00-04:00,10.420.585,10.559.449,10.351.153,10.547.876
2011-07-10 00:00:00-04:00,10.623.094,10.831.391,10.582.592,10.669.382
2011-10-10 00:00:00-04:00,10.837.176,10.947.111,10.831.392,10.947.111
2011-11-10 00:00:00-04:00,10.877.674,10.935.534,10.779.313,10.906.605
2011-12-10 00:00:00-04:00,10.929.748,11.039.682,10.877.673,10.889.246
2011-10-13 00:00:00-04:00,10.831.387,10.912.390,10.750.381,10.854.529
2011-10-14 00:00:00-04:00,10.993.398,11.028.113,10.906.608,11.016.541
2011-10-17 00:00:00-04:00,10.958.682,11.080.188,10.785.102,10.814.033
2011-10-18 00:00:00-04:00,10.767.742,11.068.614,10.733.026,10.976.038
2011-10-19 00:00:00-04:00,10.976.039,11.022.326,10.825.603,10.883.463
2011-10-20 00:00:00-04:00,10.866.109,10.964.471,10.715.673,10.837.178
2011-10-21 00:00:00-04:00,10.935.538,11.109.118,10.935.538,11.028.113
2011-10-24 00:00:00-04:00,10.970.255,11.224.840,10.958.683,11.201.694
2011-10-25 00:00:00-04:00,11.126.472,11.184.332,10.889.246,10.918.177
2011-10-26 00:00:00-04:00,11.016.543,11.178.551,10.929.753,11.155.406
2011-10-27 00:00:00-04:00,11.357.913,11.543.065,11.294.267,11.479.418
2011-10-28 00:00:00-04:00,11.496.779,11.525.710,11.328.986,11.467.850
2011-10-31 00:00:00-04:00,11.328.985,11.427.346,11.143.832,11.143.832
2011-01-11 00:00:00-04:00,11.080.189,11.427.348,10.976.040,11.184.337
2011-02-11 00:00:00-04:00,11.352.131,11.392.632,11.224.839,11.300.056
2011-03-11 00:00:00-04:00,11.392.634,11.537.284,11.328.989,11.502.569
2011-04-11 00:00:00-04:00,11.427.350,11.496.782,11.300.058,11.375.277
2011-07-11 00:00:00-05:00,11.334.769,11.641.427,11.311.625,11.612.497
2011-08-11 00:00:00-05:00,11.688.474,11.746.917,11.554.057,11.735.228
2011-09-11 00:00:00-05:00,11.443.018,11.548.213,11.261.846,11.302.755
2011-10-11 00:00:00-05:00,11.378.730,11.676.785,11.378.730,11.565.744
2011-11-11 00:00:00-05:00,11.647.562,11.776.135,11.635.873,11.682.627
2011-11-14 00:00:00-05:00,11.466.393,11.635.875,11.443.016,11.565.744
2011-11-15 00:00:00-05:00,11.559.900,11.688.473,11.524.834,11.612.497
2011-11-16 00:00:00-05:00,11.483.932,11.653.414,11.413.800,11.437.177
2011-11-17 00:00:00-05:00,11.437.173,11.495.616,11.256.002,11.378.732
2011-11-18 00:00:00-05:00,11.396.260,11.472.234,11.343.661,11.413.792
2011-11-21 00:00:00-05:00,11.220.936,11.326.133,11.063.142,11.080.675
2011-11-22 00:00:00-05:00,11.068.986,11.168.339,10.993.012,11.045.609
2011-11-23 00:00:00-05:00,10.975.477,10.981.320,10.782.617,10.782.617
2011-11-25 00:00:00-05:00,10.741.707,10.893.657,10.607.290,10.782.617
2011-11-28 00:00:00-05:00,10.993.011,11.162.494,10.969.634,11.156.649
2011-11-29 00:00:00-05:00,11.144.963,11.384.577,11.139.118,11.337.823
2011-11-30 00:00:00-05:00,11.431.330,11.729.386,11.407.953,11.729.386
2011-01-12 00:00:00-05:00,11.706.005,11.811.202,11.624.186,11.706.005
2011-02-12 00:00:00-05:00,11.764.451,11.799.515,11.612.499,11.624.188
2011-05-12 00:00:00-05:00,11.758.602,11.793.668,11.530.678,11.594.963
2011-06-12 00:00:00-05:00,11.741.074,11.933.934,11.659.256,11.822.894
2011-07-12 00:00:00-05:00,11.758.603,12.056.660,11.746.915,11.963.151
2011-08-12 00:00:00-05:00,11.875.495,12.004.068,11.758.611,11.799.520
2011-09-12 00:00:00-05:00,11.863.805,12.080.041,11.828.739,12.015.755
2011-12-12 00:00:00-05:00,11.910.554,12.009.907,11.822.891,11.916.398
2011-12-13 00:00:00-05:00,12.021.595,12.249.521,11.986.531,12.132.637
2011-12-14 00:00:00-05:00,12.068.353,12.290.435,12.039.132,12.191.082
2011-12-15 00:00:00-05:00,12.243.679,12.419.007,12.220.304,12.354.721
2011-12-16 00:00:00-05:00,12.465.758,12.489.135,12.290.431,12.290.431
2011-12-19 00:00:00-05:00,12.348.876,12.506.670,12.296.278,12.354.721
2011-12-20 00:00:00-05:00,12.454.069,12.588.488,12.348.873,12.541.733
2011-12-21 00:00:00-05:00,12.588.485,12.699.524,12.500.821,12.670.303
2011-12-22 00:00:00-05:00,12.652.772,12.711.214,12.600.174,12.641.084
2011-12-23 00:00:00-05:00,12.717.061,12.757.971,12.617.710,12.757.971
2011-12-27 00:00:00-05:00,12.711.214,12.798.878,12.693.681,12.722.903
2011-12-28 00:00:00-05:00,12.717.060,12.740.437,12.535.889,12.582.643
